emp_no,first_name,last_name,gender,birth_date,hire_date,salary,title,from_date,t_to_date,de_to_date,de_dept_no,d_dept_no,dept_name
250130,Shigeo,Mersereau,M,1952-02-02,1986-11-27,50868,Senior Engineer,1991-03-09,9999-01-01,9999-01-01,d004,d004,Production
467161,Visit,Demos,F,1952-02-02,1986-06-25,40000,Senior Engineer,1995-06-25,9999-01-01,9999-01-01,d006,d006,Quality Management
442054,Sachar,Vendrig,M,1952-02-02,1985-11-04,41470,Engineer,1995-10-31,9999-01-01,9999-01-01,d008,d008,Research
40660,Piyush,Erbe,F,1952-02-02,1988-04-04,65305,Senior Engineer,1994-04-04,9999-01-01,9999-01-01,d008,d008,Research
93928,Tomoyuki,Axelband,F,1952-02-02,1987-09-08,97546,Staff,1995-09-24,9999-01-01,9999-01-01,d007,d007,Sales
64753,Shahid,Swan,F,1952-02-02,1985-06-11,40000,Senior Staff,1992-06-11,9999-01-01,9999-01-01,d007,d007,Sales
279510,Makato,Munck,F,1952-02-02,1986-01-26,70768,Senior Staff,1993-01-26,9999-01-01,9999-01-01,d007,d007,Sales
463921,Lalit,Bahr,M,1952-02-02,1987-05-27,66887,Staff,1999-11-24,9999-01-01,9999-01-01,d007,d007,Sales
284594,Sahrah,Rouquie,M,1952-02-02,1987-05-28,55783,Senior Staff,1993-05-26,9999-01-01,9999-01-01,d007,d007,Sales
416166,Yuriy,Rosenbaum,M,1952-02-02,1986-05-11,79803,Senior Staff,1991-05-11,9999-01-01,9999-01-01,d007,d007,Sales
472678,Mitsuyuki,Gruenwald,F,1952-02-02,1985-12-04,40000,Senior Staff,1992-12-04,9999-01-01,9999-01-01,d007,d007,Sales
280643,Dmitry,Peroz,M,1952-02-02,1987-01-12,55627,Senior Staff,1992-01-12,9999-01-01,9999-01-01,d007,d007,Sales
242509,Rosalyn,Hebden,F,1952-02-02,1986-02-01,68302,Staff,1997-01-09,9999-01-01,9999-01-01,d007,d007,Sales
225105,Palash,Hempstead,F,1952-02-02,1985-10-03,82772,Senior Staff,1999-05-29,9999-01-01,9999-01-01,d007,d007,Sales
449170,Serenella,Mellouli,M,1952-02-03,1985-07-19,40000,Staff,1997-11-13,9999-01-01,9999-01-01,d009,d009,Customer Service
283854,Richara,Aloisi,M,1952-02-03,1988-03-20,46336,Senior Staff,1996-05-21,9999-01-01,9999-01-01,d009,d009,Customer Service
221356,Pradeep,Hagimont,M,1952-02-03,1987-09-24,43732,Senior Engineer,2002-05-01,9999-01-01,9999-01-01,d005,d005,Development
446088,Nevin,Verspoor,M,1952-02-03,1988-05-11,40000,Senior Engineer,1996-07-05,9999-01-01,9999-01-01,d005,d005,Development
41374,JiYoung,Schurmann,M,1952-02-03,1988-01-25,40000,Technique Leader,1998-11-18,9999-01-01,9999-01-01,d005,d005,Development
32641,Tua,Tetzlaff,F,1952-02-03,1988-12-01,54119,Engineer,1996-02-21,9999-01-01,9999-01-01,d005,d005,Development
428241,Werner,Nergos,M,1952-02-03,1986-11-19,40000,Senior Staff,1988-06-12,9999-01-01,9999-01-01,d003,d003,Human Resources
292432,Fumino,Muhlberg,F,1952-02-03,1986-01-18,43504,Senior Staff,1989-02-24,9999-01-01,9999-01-01,d003,d003,Human Resources
86029,Yuguang,Cronau,F,1952-02-03,1988-05-29,40000,Senior Engineer,1988-05-29,9999-01-01,9999-01-01,d004,d004,Production
16447,Zhiguo,Savasere,F,1952-02-03,1987-04-28,40000,Senior Engineer,1999-04-19,9999-01-01,9999-01-01,d004,d004,Production
220060,Neelam,Slaats,F,1952-02-03,1986-07-23,40000,Technique Leader,1986-07-23,9999-01-01,9999-01-01,d004,d004,Production
206240,Oksana,Zykh,M,1952-02-03,1988-03-22,40000,Senior Engineer,1995-03-23,9999-01-01,9999-01-01,d004,d004,Production
288403,Martina,Ossenbruggen,M,1952-02-03,1987-05-07,40000,Senior Engineer,1997-11-21,9999-01-01,9999-01-01,d004,d004,Production
213312,Aron,McFarlan,F,1952-02-03,1988-02-22,54703,Technique Leader,1988-02-22,9999-01-01,9999-01-01,d006,d006,Quality Management
292031,Bouchung,Ulupinar,M,1952-02-03,1986-05-25,42461,Technique Leader,1996-10-04,9999-01-01,9999-01-01,d006,d006,Quality Management
43737,Debatosh,Beerel,F,1952-02-03,1987-12-07,62498,Senior Engineer,1993-05-04,9999-01-01,9999-01-01,d006,d006,Quality Management
211655,Giap,Aingworth,F,1952-02-03,1986-08-08,40000,Senior Engineer,1993-12-25,9999-01-01,9999-01-01,d008,d008,Research
218417,Moto,Aamodt,F,1952-02-03,1986-05-29,64792,Senior Engineer,1992-01-29,9999-01-01,9999-01-01,d008,d008,Research
23857,Kristen,Frijda,M,1952-02-03,1986-05-31,46531,Senior Engineer,1997-05-10,9999-01-01,9999-01-01,d008,d008,Research
93975,Gererd,Calkin,M,1952-02-03,1988-04-18,50598,Senior Staff,1993-01-13,9999-01-01,9999-01-01,d008,d008,Research
479492,Kellie,Beutelspacher,F,1952-02-03,1988-05-18,58159,Senior Staff,1994-05-18,9999-01-01,9999-01-01,d008,d008,Research
211427,Yechiam,Bala,M,1952-02-03,1985-02-27,40000,Senior Staff,1985-02-27,9999-01-01,9999-01-01,d007,d007,Sales
219046,Insup,Birsak,M,1952-02-04,1986-02-18,40000,Senior Staff,1992-02-18,9999-01-01,9999-01-01,d009,d009,Customer Service
92977,Alair,Naumovich,F,1952-02-04,1985-10-13,67607,Senior Staff,1993-10-13,9999-01-01,9999-01-01,d009,d009,Customer Service
456111,Vincent,Legleitner,M,1952-02-04,1987-08-27,47439,Senior Staff,1993-08-26,9999-01-01,9999-01-01,d009,d009,Customer Service
210821,Jayesh,Piancastelli,F,1952-02-04,1987-03-29,50133,Senior Engineer,1987-03-29,9999-01-01,9999-01-01,d005,d005,Development
487359,Tesuya,Horswill,F,1952-02-04,1987-02-18,62130,Senior Engineer,1993-07-16,9999-01-01,9999-01-01,d005,d005,Development
265855,Mandell,Simmel,F,1952-02-04,1985-06-28,40000,Senior Engineer,1992-06-28,9999-01-01,9999-01-01,d005,d005,Development
298872,Weijing,Narwekar,M,1952-02-04,1985-12-28,44454,Senior Engineer,1992-07-22,9999-01-01,9999-01-01,d005,d005,Development
246522,Toshimi,Ramras,F,1952-02-04,1986-01-31,56544,Senior Engineer,2000-08-03,9999-01-01,9999-01-01,d005,d005,Development
243103,Gao,Coney,M,1952-02-04,1987-05-31,45225,Senior Engineer,1998-11-08,9999-01-01,9999-01-01,d005,d005,Development
225871,Ronghao,Kavraki,M,1952-02-04,1988-10-29,59319,Senior Staff,1995-10-29,9999-01-01,9999-01-01,d002,d002,Finance
297563,Mechthild,Hedayat,F,1952-02-04,1986-06-10,40000,Staff,1996-07-20,9999-01-01,9999-01-01,d003,d003,Human Resources
281617,Byong,Argence,M,1952-02-04,1987-01-21,63472,Senior Staff,1992-01-21,9999-01-01,9999-01-01,d003,d003,Human Resources
287845,Vojin,Farrar,M,1952-02-04,1985-03-02,94596,Senior Staff,1995-02-22,9999-01-01,9999-01-01,d001,d001,Marketing
64575,Pradeep,Sridhar,M,1952-02-04,1985-08-19,70816,Senior Staff,1990-08-19,9999-01-01,9999-01-01,d001,d001,Marketing
407537,Fumiya,Walston,F,1952-02-04,1988-01-19,69408,Senior Engineer,1994-01-18,9999-01-01,9999-01-01,d004,d004,Production
272945,Tran,Mayerwieser,F,1952-02-04,1987-12-22,40000,Senior Engineer,2002-05-03,9999-01-01,9999-01-01,d004,d004,Production
293768,Aruna,Hoppenstand,M,1952-02-04,1987-04-17,48709,Senior Engineer,1997-01-25,9999-01-01,9999-01-01,d004,d004,Production
277895,Aloke,Swiler,M,1952-02-04,1987-10-05,42023,Senior Engineer,1996-10-07,9999-01-01,9999-01-01,d004,d004,Production
279064,Stella,Flanders,M,1952-02-04,1985-03-17,56330,Senior Engineer,1990-03-17,9999-01-01,9999-01-01,d006,d006,Quality Management
434458,Mari,Stellhorn,M,1952-02-04,1987-03-19,60952,Senior Staff,2001-12-08,9999-01-01,9999-01-01,d007,d007,Sales
45436,Gila,Limongiello,F,1952-02-04,1985-08-26,56671,Senior Staff,1997-01-17,9999-01-01,9999-01-01,d007,d007,Sales
22111,Rasiah,Felcyn,M,1952-02-04,1986-04-01,66782,Senior Staff,2001-03-20,9999-01-01,9999-01-01,d007,d007,Sales
498670,Aram,Menyhert,F,1952-02-04,1988-09-03,69027,Senior Staff,2002-05-06,9999-01-01,9999-01-01,d007,d007,Sales
413671,Aral,Moehrke,F,1952-02-04,1986-01-08,78073,Senior Staff,2002-04-30,9999-01-01,9999-01-01,d007,d007,Sales
274197,Geoffrey,Randi,M,1952-02-04,1988-06-26,91290,Senior Staff,1996-07-04,9999-01-01,9999-01-01,d007,d007,Sales
279770,Chenyi,Brickell,M,1952-02-04,1986-08-07,95481,Staff,1996-11-06,9999-01-01,9999-01-01,d007,d007,Sales
242005,Emdad,Pettey,M,1952-02-05,1988-12-28,61347,Senior Staff,2001-03-06,9999-01-01,9999-01-01,d009,d009,Customer Service
461912,Ugo,Kowalchuk,M,1952-02-05,1985-12-15,64416,Senior Staff,1989-12-07,9999-01-01,9999-01-01,d009,d009,Customer Service
419719,Gay,Reinhart,M,1952-02-05,1987-08-14,40000,Senior Staff,1993-03-10,9999-01-01,9999-01-01,d009,d009,Customer Service
269439,Kerryn,Billingsley,F,1952-02-05,1987-11-23,45999,Senior Staff,1996-11-22,9999-01-01,9999-01-01,d009,d009,Customer Service
248908,Adit,Peha,F,1952-02-05,1987-10-09,45468,Engineer,1998-08-09,9999-01-01,9999-01-01,d005,d005,Development
104941,Yonghong,Schaap,M,1952-02-05,1986-11-04,43708,Senior Engineer,2002-04-13,9999-01-01,9999-01-01,d005,d005,Development
58035,Jenwei,Speckmann,M,1952-02-05,1986-02-05,57073,Senior Engineer,1994-02-05,9999-01-01,9999-01-01,d005,d005,Development
271210,Lokesh,VanScheik,F,1952-02-05,1988-01-08,40000,Senior Engineer,1998-01-07,9999-01-01,9999-01-01,d005,d005,Development
287982,Stepehn,Akaboshi,M,1952-02-05,1987-03-24,41759,Assistant Engineer,1999-04-16,9999-01-01,9999-01-01,d005,d005,Development
70040,Along,Montemayor,M,1952-02-05,1985-12-07,40000,Senior Engineer,1992-12-07,9999-01-01,9999-01-01,d005,d005,Development
50503,Elvia,Kading,F,1952-02-05,1985-02-28,57306,Senior Staff,1992-02-29,9999-01-01,9999-01-01,d002,d002,Finance
441267,Zita,Hebden,M,1952-02-05,1985-02-23,40000,Senior Staff,1991-02-23,9999-01-01,9999-01-01,d003,d003,Human Resources
34550,Szabolcs,Borstler,M,1952-02-05,1985-11-03,100936,Senior Staff,1993-11-03,9999-01-01,9999-01-01,d001,d001,Marketing
93964,Shimshon,Chelton,M,1952-02-05,1988-05-21,47440,Senior Staff,1988-05-21,9999-01-01,9999-01-01,d001,d001,Marketing
102778,Bernice,Mitchem,F,1952-02-05,1988-08-16,49949,Senior Engineer,1988-08-16,9999-01-01,9999-01-01,d004,d004,Production
105131,Sandeepan,Sidou,M,1952-02-05,1986-01-19,83618,Senior Engineer,1993-01-19,9999-01-01,9999-01-01,d004,d004,Production
243636,Tamiya,Sudkamp,F,1952-02-05,1988-03-31,40000,Senior Engineer,1994-05-08,9999-01-01,9999-01-01,d004,d004,Production
40465,Khoa,Brendel,M,1952-02-05,1988-02-24,43862,Senior Engineer,1995-02-24,9999-01-01,9999-01-01,d004,d004,Production
229249,Debatosh,Sgarro,M,1952-02-05,1986-05-06,50025,Senior Engineer,1999-07-16,9999-01-01,9999-01-01,d006,d006,Quality Management
218722,Becky,Zirintsis,M,1952-02-05,1988-04-19,52881,Senior Engineer,1995-04-20,9999-01-01,9999-01-01,d006,d006,Quality Management
234552,Saniya,Tokunaga,M,1952-02-05,1987-07-05,40000,Senior Staff,1987-07-05,9999-01-01,9999-01-01,d008,d008,Research
273997,Yechiam,Braunschweig,M,1952-02-05,1985-12-16,70325,Senior Staff,1994-12-16,9999-01-01,9999-01-01,d007,d007,Sales
75640,Bokyung,Pocchiola,M,1952-02-05,1986-10-09,87570,Senior Staff,1991-10-09,9999-01-01,9999-01-01,d007,d007,Sales
494300,Zeljko,Oberman,F,1952-02-06,1986-01-08,80772,Staff,1997-09-29,9999-01-01,9999-01-01,d009,d009,Customer Service
98028,Rafols,Shackel,M,1952-02-06,1986-01-20,40000,Staff,2000-01-30,9999-01-01,9999-01-01,d009,d009,Customer Service
437522,Denny,Stroustrup,M,1952-02-06,1985-11-02,40000,Senior Staff,1990-11-02,9999-01-01,9999-01-01,d009,d009,Customer Service
406175,Masako,Tsunoo,M,1952-02-06,1987-12-26,55311,Senior Engineer,1994-12-26,9999-01-01,9999-01-01,d005,d005,Development
272648,Jungsoon,Belinskaya,M,1952-02-06,1987-01-30,44517,Engineer,1995-01-30,9999-01-01,9999-01-01,d005,d005,Development
243099,Mansur,Barvinok,M,1952-02-06,1985-03-28,40000,Senior Engineer,1995-03-22,9999-01-01,9999-01-01,d005,d005,Development
246295,Kwangyoen,Asmuth,F,1952-02-06,1985-09-08,52741,Senior Engineer,2000-09-14,9999-01-01,9999-01-01,d005,d005,Development
24224,Vasilis,Kinley,M,1952-02-06,1986-03-11,49619,Senior Engineer,1995-03-29,9999-01-01,9999-01-01,d005,d005,Development
20530,Nevio,Katiyar,M,1952-02-06,1985-08-03,61897,Senior Engineer,1999-11-15,9999-01-01,9999-01-01,d005,d005,Development
254190,Baruch,Murrill,M,1952-02-06,1985-04-05,46530,Staff,1998-07-20,9999-01-01,9999-01-01,d003,d003,Human Resources
270564,Abdelaziz,Pearson,F,1952-02-06,1988-02-06,40000,Senior Staff,1988-02-06,9999-01-01,9999-01-01,d003,d003,Human Resources
466128,Duke,Viele,M,1952-02-06,1985-09-22,40000,Staff,1999-06-05,9999-01-01,9999-01-01,d003,d003,Human Resources
275816,Rosalyn,Kavvadias,M,1952-02-06,1986-10-02,55026,Senior Staff,1994-10-02,9999-01-01,9999-01-01,d003,d003,Human Resources
11527,Alagu,Boyle,M,1952-02-06,1988-07-03,60212,Staff,1999-01-28,9999-01-01,9999-01-01,d001,d001,Marketing
480850,Jasminko,Hardjono,F,1952-02-06,1988-04-29,54193,Senior Engineer,1993-04-29,9999-01-01,9999-01-01,d004,d004,Production
30274,Hironoby,Chiola,F,1952-02-06,1986-03-07,41486,Senior Engineer,1995-03-07,9999-01-01,9999-01-01,d004,d004,Production
95000,Mario,Weiland,M,1952-02-06,1986-04-17,44372,Technique Leader,1986-04-17,9999-01-01,9999-01-01,d004,d004,Production
32296,Baruch,Peris,M,1952-02-06,1987-10-26,40000,Senior Engineer,1997-06-03,9999-01-01,9999-01-01,d004,d004,Production
22625,Weicheng,Pleszkun,F,1952-02-06,1988-05-25,40000,Senior Engineer,1989-01-10,9999-01-01,9999-01-01,d004,d004,Production
296475,Terresa,Kleiser,F,1952-02-06,1985-05-24,48863,Engineer,1994-05-24,9999-01-01,9999-01-01,d004,d004,Production
72451,Xiong,Stamatiou,M,1952-02-06,1988-05-05,44339,Senior Engineer,1991-11-05,9999-01-01,9999-01-01,d004,d004,Production
287462,Piyawadee,Gomatam,F,1952-02-06,1986-03-06,40000,Senior Engineer,1986-03-06,9999-01-01,9999-01-01,d006,d006,Quality Management
412997,Baocai,Samarati,F,1952-02-06,1985-08-08,40000,Senior Engineer,1998-02-15,9999-01-01,9999-01-01,d006,d006,Quality Management
39043,Kersti,Ferretti,M,1952-02-06,1986-01-08,40000,Engineer,1995-01-08,9999-01-01,9999-01-01,d008,d008,Research
60521,Henk,Uhrik,M,1952-02-06,1987-07-08,64334,Senior Staff,1987-07-08,9999-01-01,9999-01-01,d007,d007,Sales
83168,Yechiam,Danner,M,1952-02-07,1987-07-08,40000,Senior Staff,1993-07-07,9999-01-01,9999-01-01,d009,d009,Customer Service
469145,Berhard,Szilard,M,1952-02-07,1988-10-10,40000,Senior Staff,2002-04-05,9999-01-01,9999-01-01,d009,d009,Customer Service
243815,Zengping,Improta,F,1952-02-07,1985-05-15,46326,Assistant Engineer,1996-04-04,9999-01-01,9999-01-01,d005,d005,Development
234601,Alexius,Lanzelotte,M,1952-02-07,1985-09-06,40000,Technique Leader,1985-09-06,9999-01-01,9999-01-01,d005,d005,Development
99371,Tokuyasu,Vuskovic,F,1952-02-07,1985-11-17,58546,Senior Engineer,1991-11-17,9999-01-01,9999-01-01,d005,d005,Development
423991,Weicheng,Gargeya,F,1952-02-07,1986-11-28,40000,Senior Engineer,1986-11-28,9999-01-01,9999-01-01,d005,d005,Development
214663,Bangqing,Baez,F,1952-02-07,1985-05-01,61240,Senior Engineer,1991-05-01,9999-01-01,9999-01-01,d005,d005,Development
232294,Arie,Klerer,F,1952-02-07,1986-05-25,40000,Senior Engineer,1992-05-24,9999-01-01,9999-01-01,d005,d005,Development
478284,Zeydy,Kropatsch,M,1952-02-07,1988-06-29,40000,Senior Engineer,1995-06-30,9999-01-01,9999-01-01,d005,d005,Development
481570,Arnould,Standera,M,1952-02-07,1988-02-09,60118,Senior Engineer,1993-02-08,9999-01-01,9999-01-01,d005,d005,Development
426346,Ranga,Petersohn,F,1952-02-07,1988-11-30,64572,Senior Engineer,1998-06-11,9999-01-01,9999-01-01,d005,d005,Development
27975,Remmert,Rehfuss,F,1952-02-07,1985-03-14,40000,Senior Engineer,1991-07-30,9999-01-01,9999-01-01,d005,d005,Development
86139,Arif,Lichtman,M,1952-02-07,1985-09-24,45879,Senior Staff,1994-09-24,9999-01-01,9999-01-01,d002,d002,Finance
458840,Martien,Pashtan,F,1952-02-07,1987-11-25,40000,Senior Staff,1996-09-11,9999-01-01,9999-01-01,d002,d002,Finance
30744,Khatoun,Fadgyas,M,1952-02-07,1988-04-15,46573,Senior Staff,1997-04-15,9999-01-01,9999-01-01,d002,d002,Finance
454633,Gil,Ariola,F,1952-02-07,1986-02-10,40000,Senior Staff,2000-09-12,9999-01-01,9999-01-01,d003,d003,Human Resources
232230,Gay,Steinauer,M,1952-02-07,1985-11-24,40000,Senior Staff,2000-03-16,9999-01-01,9999-01-01,d003,d003,Human Resources
95223,Torsten,Quittner,M,1952-02-07,1986-08-16,40000,Engineer,1996-07-26,9999-01-01,9999-01-01,d004,d004,Production
496192,Qunsheng,Weedman,M,1952-02-07,1987-09-14,67651,Senior Engineer,1993-12-24,9999-01-01,9999-01-01,d004,d004,Production
224942,Dayanand,Swab,F,1952-02-07,1987-08-10,57813,Engineer,1995-12-13,9999-01-01,9999-01-01,d004,d004,Production
475722,Greger,Boudaillier,M,1952-02-07,1987-12-04,40000,Senior Engineer,1996-12-03,9999-01-01,9999-01-01,d004,d004,Production
205968,Gilbert,Kuzuoka,M,1952-02-07,1986-05-19,46881,Senior Engineer,1989-10-21,9999-01-01,9999-01-01,d004,d004,Production
462368,Bodo,Tsukune,F,1952-02-07,1987-07-19,40000,Senior Engineer,1995-11-04,9999-01-01,9999-01-01,d004,d004,Production
53079,Nirmal,Maierhofer,M,1952-02-07,1985-07-06,58193,Senior Engineer,1994-07-06,9999-01-01,9999-01-01,d004,d004,Production
432035,Fox,Plump,F,1952-02-07,1986-10-06,64035,Technique Leader,1986-10-06,9999-01-01,9999-01-01,d004,d004,Production
457943,Heng,Varley,F,1952-02-07,1988-05-29,40050,Senior Engineer,1996-06-29,9999-01-01,9999-01-01,d004,d004,Production
465293,Hilary,Bresenham,M,1952-02-07,1986-09-30,50454,Senior Engineer,1990-11-14,9999-01-01,9999-01-01,d006,d006,Quality Management
108524,Radhia,Chinal,M,1952-02-07,1985-03-06,40000,Senior Engineer,1985-03-06,9999-01-01,9999-01-01,d006,d006,Quality Management
275001,Katsuo,Mitina,M,1952-02-07,1985-02-10,68485,Senior Staff,1992-12-23,9999-01-01,9999-01-01,d007,d007,Sales
410775,Luerbio,Thebaut,M,1952-02-07,1986-01-24,90376,Staff,1998-08-12,9999-01-01,9999-01-01,d007,d007,Sales
91774,Hugo,Pietracaprina,M,1952-02-07,1986-01-02,89162,Senior Staff,1995-01-02,9999-01-01,9999-01-01,d007,d007,Sales
255012,Eberhardt,Gischer,F,1952-02-08,1987-01-31,40000,Senior Staff,1995-01-31,9999-01-01,9999-01-01,d009,d009,Customer Service
70087,Ronghao,Lemarechal,F,1952-02-08,1987-07-18,99976,Senior Staff,1987-07-18,9999-01-01,9999-01-01,d009,d009,Customer Service
245815,Sahrah,Swick,M,1952-02-08,1988-10-28,40000,Engineer,1995-04-15,9999-01-01,9999-01-01,d009,d009,Customer Service
95133,Shiv,Strandh,F,1952-02-08,1987-08-09,40000,Senior Engineer,1998-07-27,9999-01-01,9999-01-01,d005,d005,Development
236848,Vincent,Marwedel,F,1952-02-08,1987-11-01,40102,Senior Engineer,2001-06-07,9999-01-01,9999-01-01,d005,d005,Development
484066,Arif,Zaccaria,M,1952-02-08,1985-09-27,80313,Senior Engineer,1992-09-27,9999-01-01,9999-01-01,d005,d005,Development
432144,Yuping,Biros,F,1952-02-08,1988-06-10,40000,Senior Engineer,1993-06-10,9999-01-01,9999-01-01,d005,d005,Development
19051,Marek,Cappello,M,1952-02-08,1988-05-12,70956,Technique Leader,1988-05-12,9999-01-01,9999-01-01,d005,d005,Development
242949,Surveyors,Perelgut,F,1952-02-08,1985-04-28,40000,Senior Engineer,1992-10-27,9999-01-01,9999-01-01,d005,d005,Development
54037,Hironobu,Grabner,F,1952-02-08,1988-04-10,60867,Senior Staff,1988-04-10,9999-01-01,9999-01-01,d002,d002,Finance
444735,Phule,Hashii,M,1952-02-08,1988-01-09,40000,Senior Staff,2001-08-13,9999-01-01,9999-01-01,d003,d003,Human Resources
280179,Fuqing,Flexer,M,1952-02-08,1986-12-23,42672,Senior Staff,1993-12-23,9999-01-01,9999-01-01,d003,d003,Human Resources
106869,Claudi,Mullainathan,F,1952-02-08,1985-04-29,43859,Senior Staff,2000-08-27,9999-01-01,9999-01-01,d003,d003,Human Resources
277495,Etsuo,Couchot,M,1952-02-08,1986-04-08,53779,Senior Staff,1992-04-07,9999-01-01,9999-01-01,d003,d003,Human Resources
464839,Youjian,Marshall,M,1952-02-08,1988-05-17,70636,Senior Staff,1997-05-09,9999-01-01,9999-01-01,d001,d001,Marketing
235404,Chinho,Stentiford,F,1952-02-08,1986-10-19,68426,Senior Engineer,1993-10-19,9999-01-01,9999-01-01,d004,d004,Production
280532,Gilbert,Jayawardene,F,1952-02-08,1985-12-15,40000,Senior Engineer,1995-11-07,9999-01-01,9999-01-01,d004,d004,Production
215685,Filipe,Nooteboom,M,1952-02-08,1985-06-22,51499,Senior Engineer,1985-06-22,9999-01-01,9999-01-01,d004,d004,Production
490967,Siamak,Rahier,F,1952-02-08,1988-04-19,40000,Senior Engineer,1995-04-20,9999-01-01,9999-01-01,d004,d004,Production
409017,Hinrich,Bultermann,M,1952-02-08,1987-09-04,40000,Senior Engineer,1999-06-15,9999-01-01,9999-01-01,d006,d006,Quality Management
296470,Kannan,Nitta,F,1952-02-08,1987-03-05,67168,Senior Engineer,2000-05-18,9999-01-01,9999-01-01,d006,d006,Quality Management
460048,Basem,Conti,F,1952-02-08,1986-01-20,40000,Technique Leader,1994-11-07,9999-01-01,9999-01-01,d006,d006,Quality Management
204784,Elvia,Manders,F,1952-02-08,1988-03-05,40000,Senior Staff,1995-03-06,9999-01-01,9999-01-01,d008,d008,Research
448394,Parke,Atchley,M,1952-02-08,1985-06-19,53463,Senior Staff,1992-05-20,9999-01-01,9999-01-01,d007,d007,Sales
108212,Masali,Versino,F,1952-02-08,1985-07-10,75248,Senior Staff,1993-07-10,9999-01-01,9999-01-01,d007,d007,Sales
41404,Marco,Isaak,M,1952-02-08,1988-02-12,54030,Senior Staff,1993-02-11,9999-01-01,9999-01-01,d007,d007,Sales
230931,Petter,Hoppenstand,M,1952-02-09,1987-06-20,42766,Engineer,1997-03-05,9999-01-01,9999-01-01,d009,d009,Customer Service
494319,Pradeep,Peha,F,1952-02-09,1985-05-23,65203,Senior Staff,1996-11-14,9999-01-01,9999-01-01,d009,d009,Customer Service
415251,Domenick,Noriega,M,1952-02-09,1987-02-03,46929,Senior Engineer,2001-09-29,9999-01-01,9999-01-01,d005,d005,Development
67820,Gay,Colorni,F,1952-02-09,1988-01-27,50975,Senior Engineer,1993-12-25,9999-01-01,9999-01-01,d005,d005,Development
295426,Kerryn,Imataki,M,1952-02-09,1986-04-10,57723,Senior Engineer,1997-08-14,9999-01-01,9999-01-01,d005,d005,Development
232107,Boutros,Baby,F,1952-02-09,1986-02-11,47895,Senior Engineer,2001-04-05,9999-01-01,9999-01-01,d005,d005,Development
266053,Mario,Szilard,M,1952-02-09,1985-02-14,51062,Senior Engineer,1986-04-29,9999-01-01,9999-01-01,d005,d005,Development
481712,Vitaly,Jeong,F,1952-02-09,1985-06-10,53611,Assistant Engineer,1997-12-17,9999-01-01,9999-01-01,d005,d005,Development
213966,Mayumi,Schade,M,1952-02-09,1985-05-30,40000,Senior Engineer,1990-11-03,9999-01-01,9999-01-01,d005,d005,Development
413986,Nechama,Rassart,F,1952-02-09,1987-09-30,68230,Senior Staff,1995-09-30,9999-01-01,9999-01-01,d002,d002,Finance
438934,Mads,Thisen,F,1952-02-09,1987-06-25,41744,Senior Staff,1995-06-25,9999-01-01,9999-01-01,d003,d003,Human Resources
69807,Olivera,Emmerich,M,1952-02-09,1986-10-26,49668,Senior Staff,1993-10-26,9999-01-01,9999-01-01,d003,d003,Human Resources
71102,Indrajit,Juneja,M,1952-02-09,1985-09-11,40000,Staff,1997-11-23,9999-01-01,9999-01-01,d003,d003,Human Resources
